MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974480,37.7924793,2.1800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-4.2300000
MsgID.LOCAL_POSITION,50.0780000,-0.1291066,0.4654535,-2.1802955
MsgID.LOCAL_VELOCITY,50.0780000,-0.0085665,0.0021687,-4.2361712
MsgID.GLOBAL_POSITION,0.0000000,-122.3974497,37.7924799,3.2350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-4.4200000
MsgID.LOCAL_POSITION,50.3280000,-0.0619199,0.3155311,-3.2355125
MsgID.LOCAL_VELOCITY,50.3280000,0.0038875,-0.0136886,-4.4203091
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924791,4.3920000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-4.4200000
MsgID.LOCAL_POSITION,50.5780000,-0.1481893,0.2743021,-4.3927989
MsgID.LOCAL_VELOCITY,50.5780000,0.0051926,-0.0015181,-4.4251580
MsgID.GLOBAL_POSITION,0.0000000,-122.3974483,37.7924783,5.2830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-2.6100000
MsgID.LOCAL_POSITION,50.8280000,-0.2367784,0.4443438,-5.2836761
MsgID.LOCAL_VELOCITY,50.8280000,0.0053236,0.0021478,-2.6135910
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974494,37.7924793,5.6480000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0800000
MsgID.LOCAL_POSITION,51.0780000,-0.1285858,0.3396533,-5.6487994
MsgID.LOCAL_VELOCITY,51.0780000,0.0049799,0.0020091,0.0887714
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924800,5.4180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0500000,1.7500000
MsgID.LOCAL_POSITION,51.3280000,-0.0480434,0.2747954,-5.4181786
MsgID.LOCAL_VELOCITY,51.3280000,0.0097324,0.0503353,1.7549567
MsgID.GLOBAL_POSITION,0.0000000,-122.3974490,37.7924801,4.9390000
MsgID.LOCAL_VELOCITY,0.0000000,0.1300000,0.6800000,1.5700000
MsgID.LOCAL_POSITION,51.5780000,-0.0378844,0.3813659,-4.9394307
MsgID.LOCAL_VELOCITY,51.5780000,0.1305501,0.6816033,1.5769721
MsgID.GLOBAL_POSITION,0.0000000,-122.3974462,37.7924815,4.8340000
MsgID.LOCAL_VELOCITY,0.0000000,1.4400000,1.1200000,-0.3700000
MsgID.LOCAL_POSITION,51.8280000,0.1167864,0.6287416,-4.8343277
MsgID.LOCAL_VELOCITY,51.8280000,1.4459617,1.1272866,-0.3712111
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974443,37.7924857,4.9820000
MsgID.LOCAL_VELOCITY,0.0000000,1.7600000,1.0900000,-0.3700000
MsgID.LOCAL_POSITION,52.0790000,0.5886195,0.7978379,-4.9825482
MsgID.LOCAL_VELOCITY,52.0790000,1.7669979,1.0925417,-0.3759218
MsgID.GLOBAL_POSITION,0.0000000,-122.3974419,37.7924901,4.9930000
MsgID.LOCAL_VELOCITY,0.0000000,1.3000000,1.4400000,0.2200000
MsgID.LOCAL_POSITION,52.3290000,1.0793451,1.0096126,-4.9939995
MsgID.LOCAL_VELOCITY,52.3290000,1.3039408,1.4458034,0.2254413
MsgID.GLOBAL_POSITION,0.0000000,-122.3974360,37.7924910,4.9430000
MsgID.LOCAL_VELOCITY,0.0000000,0.5900000,1.6000000,0.0900000
MsgID.LOCAL_POSITION,52.5800000,1.1748338,1.5366360,-4.9431205
MsgID.LOCAL_VELOCITY,52.5800000,0.5991184,1.6009926,0.0944689
MsgID.GLOBAL_POSITION,0.0000000,-122.3974312,37.7924926,4.9400000
MsgID.LOCAL_VELOCITY,0.0000000,1.0300000,1.2800000,-0.1400000
MsgID.LOCAL_POSITION,52.8330000,1.3556858,1.9577852,-4.9401584
MsgID.LOCAL_VELOCITY,52.8330000,1.0390581,1.2833582,-0.1488700
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974281,37.7924942,4.9680000
MsgID.LOCAL_VELOCITY,0.0000000,1.2300000,1.4700000,-0.0800000
MsgID.LOCAL_POSITION,53.0830000,1.5280727,2.2349515,-4.9689555
MsgID.LOCAL_VELOCITY,53.0830000,1.2311289,1.4701796,-0.0875485
MsgID.GLOBAL_POSITION,0.0000000,-122.3974222,37.7924976,4.9620000
MsgID.LOCAL_VELOCITY,0.0000000,1.1000000,1.3900000,0.0000000
MsgID.LOCAL_POSITION,53.3330000,1.9057159,2.7621038,-4.9622426
MsgID.LOCAL_VELOCITY,53.3330000,1.1065617,1.3924909,-0.0036543
MsgID.GLOBAL_POSITION,0.0000000,-122.3974187,37.7925012,4.9610000
MsgID.LOCAL_VELOCITY,0.0000000,1.4900000,0.9200000,0.0200000
MsgID.LOCAL_POSITION,53.5830000,2.3094378,3.0684559,-4.9617825
MsgID.LOCAL_VELOCITY,53.5830000,1.4902698,0.9203908,0.0266517
MsgID.GLOBAL_POSITION,0.0000000,-122.3974191,37.7925045,4.9570000
MsgID.LOCAL_VELOCITY,0.0000000,1.4200000,0.7700000,-0.0400000
MsgID.LOCAL_POSITION,53.8330000,2.6728354,3.0344565,-4.9570704
MsgID.LOCAL_VELOCITY,53.8330000,1.4293852,0.7743266,-0.0479827
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974142,37.7925070,4.9690000
MsgID.LOCAL_VELOCITY,0.0000000,0.9600000,1.2000000,-0.0400000
MsgID.LOCAL_POSITION,54.0830000,2.9560869,3.4679074,-4.9695525
MsgID.LOCAL_VELOCITY,54.0830000,0.9693676,1.2031049,-0.0425453
MsgID.GLOBAL_POSITION,0.0000000,-122.3974115,37.7925080,4.9800000
MsgID.LOCAL_VELOCITY,0.0000000,0.6400000,1.0100000,0.0600000
MsgID.LOCAL_POSITION,54.3330000,3.0592947,3.7085881,-4.9805827
MsgID.LOCAL_VELOCITY,54.3330000,0.6430411,1.0120218,0.0632619
MsgID.GLOBAL_POSITION,0.0000000,-122.3974108,37.7925094,4.9760000
MsgID.LOCAL_VELOCITY,0.0000000,1.1300000,0.9300000,0.1400000
MsgID.LOCAL_POSITION,54.5830000,3.2192168,3.7744327,-4.9767709
MsgID.LOCAL_VELOCITY,54.5830000,1.1343111,0.9323713,0.1420692
MsgID.GLOBAL_POSITION,0.0000000,-122.3974049,37.7925142,4.9790000
MsgID.LOCAL_VELOCITY,0.0000000,1.3600000,1.5200000,0.0500000
MsgID.LOCAL_POSITION,54.8340000,3.7568173,4.3008862,-4.9791589
MsgID.LOCAL_VELOCITY,54.8340000,1.3652182,1.5242000,0.0525312
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974012,37.7925168,4.9840000
MsgID.LOCAL_VELOCITY,0.0000000,0.9700000,1.4300000,0.1200000
MsgID.LOCAL_POSITION,55.0840000,4.0373831,4.6294885,-4.9845214
MsgID.LOCAL_VELOCITY,55.0840000,0.9708887,1.4305928,0.1289570
MsgID.GLOBAL_POSITION,0.0000000,-122.3973978,37.7925190,4.9810000
MsgID.LOCAL_VELOCITY,0.0000000,1.1600000,1.0000000,0.1400000
MsgID.LOCAL_POSITION,55.3340000,4.2872229,4.9333982,-4.9811082
MsgID.LOCAL_VELOCITY,55.3340000,1.1636587,1.0061383,0.1426391
MsgID.GLOBAL_POSITION,0.0000000,-122.3973939,37.7925216,4.9820000
MsgID.LOCAL_VELOCITY,0.0000000,1.3500000,0.7600000,0.0700000
MsgID.LOCAL_POSITION,55.5840000,4.5793719,5.2724504,-4.9825063
MsgID.LOCAL_VELOCITY,55.5840000,1.3542310,0.7610467,0.0760393
MsgID.GLOBAL_POSITION,0.0000000,-122.3973930,37.7925244,4.9720000
MsgID.LOCAL_VELOCITY,0.0000000,1.1600000,1.0200000,0.0400000
MsgID.LOCAL_POSITION,55.8340000,4.8815122,5.3595772,-4.9720550
MsgID.LOCAL_VELOCITY,55.8340000,1.1685079,1.0210843,0.0412631
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973888,37.7925282,4.9680000
MsgID.LOCAL_VELOCITY,0.0000000,1.5600000,1.0600000,0.0100000
MsgID.LOCAL_POSITION,56.0840000,5.3081155,5.7288876,-4.9681144
MsgID.LOCAL_VELOCITY,56.0840000,1.5674902,1.0639406,0.0174120
MsgID.GLOBAL_POSITION,0.0000000,-122.3973870,37.7925317,4.9570000
MsgID.LOCAL_VELOCITY,0.0000000,1.5100000,0.9900000,-0.0500000
MsgID.LOCAL_POSITION,56.3340000,5.6933570,5.8907185,-4.9575319
MsgID.LOCAL_VELOCITY,56.3340000,1.5150535,0.9999333,-0.0562244
MsgID.GLOBAL_POSITION,0.0000000,-122.3973851,37.7925326,4.9540000
MsgID.LOCAL_VELOCITY,0.0000000,0.9300000,1.4900000,-0.1400000
MsgID.LOCAL_POSITION,56.5840000,5.7940006,6.0562677,-4.9541354
MsgID.LOCAL_VELOCITY,56.5840000,0.9339488,1.4956108,-0.1499866
MsgID.GLOBAL_POSITION,0.0000000,-122.3973778,37.7925343,4.9630000
MsgID.LOCAL_VELOCITY,0.0000000,0.7600000,1.5600000,-0.1700000
MsgID.LOCAL_POSITION,56.8340000,5.9897137,6.7128162,-4.9639544
MsgID.LOCAL_VELOCITY,56.8340000,0.7645754,1.5649844,-0.1782164
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973736,37.7925360,4.9610000
MsgID.LOCAL_VELOCITY,0.0000000,1.3300000,1.0600000,-0.1000000
MsgID.LOCAL_POSITION,57.0840000,6.1757417,7.0770593,-4.9611011
MsgID.LOCAL_VELOCITY,57.0840000,1.3342379,1.0651309,-0.1009067
MsgID.GLOBAL_POSITION,0.0000000,-122.3973734,37.7925402,4.9560000
MsgID.LOCAL_VELOCITY,0.0000000,1.4700000,0.5400000,-0.1600000
MsgID.LOCAL_POSITION,57.3350000,6.6428299,7.0995278,-4.9568439
MsgID.LOCAL_VELOCITY,57.3350000,1.4769742,0.5468125,-0.1668433
MsgID.GLOBAL_POSITION,0.0000000,-122.3973708,37.7925444,4.9620000
MsgID.LOCAL_VELOCITY,0.0000000,1.1300000,0.9700000,-0.1000000
MsgID.LOCAL_POSITION,57.5850000,7.1086888,7.3337903,-4.9624567
MsgID.LOCAL_VELOCITY,57.5850000,1.1325638,0.9735676,-0.1073511
MsgID.GLOBAL_POSITION,0.0000000,-122.3973687,37.7925467,4.9620000
MsgID.LOCAL_VELOCITY,0.0000000,1.2800000,1.1100000,-0.1200000
MsgID.LOCAL_POSITION,57.8350000,7.3663707,7.5185313,-4.9625373
MsgID.LOCAL_VELOCITY,57.8350000,1.2882218,1.1167743,-0.1281104
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973640,37.7925497,4.9660000
MsgID.LOCAL_VELOCITY,0.0000000,1.2800000,1.0800000,-0.1400000
MsgID.LOCAL_POSITION,58.0850000,7.6997895,7.9376807,-4.9662476
MsgID.LOCAL_VELOCITY,58.0850000,1.2857876,1.0899864,-0.1433827
MsgID.GLOBAL_POSITION,0.0000000,-122.3973607,37.7925534,4.9740000
MsgID.LOCAL_VELOCITY,0.0000000,0.8900000,1.4200000,-0.1300000
MsgID.LOCAL_POSITION,58.3350000,8.1077337,8.2308750,-4.9741578
MsgID.LOCAL_VELOCITY,58.3350000,0.8933262,1.4238315,-0.1300268
MsgID.GLOBAL_POSITION,0.0000000,-122.3973574,37.7925540,4.9690000
MsgID.LOCAL_VELOCITY,0.0000000,0.5400000,1.3900000,-0.0400000
MsgID.LOCAL_POSITION,58.5850000,8.1776924,8.5216455,-4.9690700
MsgID.LOCAL_VELOCITY,58.5850000,0.5467265,1.3996267,-0.0409149
MsgID.GLOBAL_POSITION,0.0000000,-122.3973540,37.7925552,4.9650000
MsgID.LOCAL_VELOCITY,0.0000000,1.0200000,1.2100000,-0.0400000
MsgID.LOCAL_POSITION,58.8350000,8.3116722,8.8201160,-4.9653769
MsgID.LOCAL_VELOCITY,58.8350000,1.0228516,1.2172368,-0.0478806
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973508,37.7925579,4.9760000
MsgID.LOCAL_VELOCITY,0.0000000,1.2300000,1.5600000,-0.0800000
MsgID.LOCAL_POSITION,59.0850000,8.6126881,9.1068983,-4.9760561
MsgID.LOCAL_VELOCITY,59.0850000,1.2300806,1.5621182,-0.0866366
MsgID.GLOBAL_POSITION,0.0000000,-122.3973479,37.7925593,4.9860000
MsgID.LOCAL_VELOCITY,0.0000000,1.1600000,1.5900000,0.0000000
MsgID.LOCAL_POSITION,59.3350000,8.7664700,9.3681459,-4.9868002
MsgID.LOCAL_VELOCITY,59.3350000,1.1600469,1.5932426,0.0095111
MsgID.GLOBAL_POSITION,0.0000000,-122.3973416,37.7925632,4.9840000
MsgID.LOCAL_VELOCITY,0.0000000,1.7100000,1.2900000,0.1000000
MsgID.LOCAL_POSITION,59.5850000,9.2003651,9.9241734,-4.9848599
MsgID.LOCAL_VELOCITY,59.5850000,1.7108703,1.2913753,0.1069003
MsgID.GLOBAL_POSITION,0.0000000,-122.3973373,37.7925683,4.9930000
MsgID.LOCAL_VELOCITY,0.0000000,1.6600000,0.7500000,0.0600000
MsgID.LOCAL_POSITION,59.8350000,9.7678976,10.3090916,-4.9939857
MsgID.LOCAL_VELOCITY,59.8350000,1.6650952,0.7528682,0.0674475
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973377,37.7925709,5.0060000
MsgID.LOCAL_VELOCITY,0.0000000,0.7700000,0.2900000,0.1300000
MsgID.LOCAL_POSITION,60.0860000,10.0481882,10.2752523,-5.0063868
MsgID.LOCAL_VELOCITY,60.0860000,0.7712735,0.2961294,0.1334247
MsgID.GLOBAL_POSITION,0.0000000,-122.3973380,37.7925716,4.8910000
MsgID.LOCAL_VELOCITY,0.0000000,0.4800000,0.1900000,1.3500000
MsgID.LOCAL_POSITION,60.3360000,10.1310377,10.2447872,-4.8912115
MsgID.LOCAL_VELOCITY,60.3360000,0.4832515,0.1929156,1.3507406
MsgID.GLOBAL_POSITION,0.0000000,-122.3973357,37.7925716,4.4860000
MsgID.LOCAL_VELOCITY,0.0000000,0.3000000,0.1000000,1.9200000
MsgID.LOCAL_POSITION,60.5860000,10.1300564,10.4484138,-4.4867935
MsgID.LOCAL_VELOCITY,60.5860000,0.3075418,0.1097388,1.9276738
MsgID.GLOBAL_POSITION,0.0000000,-122.3973357,37.7925733,4.0430000
MsgID.LOCAL_VELOCITY,0.0000000,0.1600000,0.0400000,2.1100000
MsgID.LOCAL_POSITION,60.8360000,10.3250484,10.4460096,-4.0439963
MsgID.LOCAL_VELOCITY,60.8360000,0.1667718,0.0433334,2.1128042
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973358,37.7925736,3.5540000
MsgID.LOCAL_VELOCITY,0.0000000,0.0500000,0.0000000,2.0600000
MsgID.LOCAL_POSITION,61.0860000,10.3577461,10.4425411,-3.5542703
MsgID.LOCAL_VELOCITY,61.0860000,0.0588732,0.0005667,2.0666785
MsgID.GLOBAL_POSITION,0.0000000,-122.3973363,37.7925735,3.0330000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,2.0600000
MsgID.LOCAL_POSITION,61.3360000,10.3470135,10.3969193,-3.0338802
MsgID.LOCAL_VELOCITY,61.3360000,0.0003212,-0.0199820,2.0699766
MsgID.GLOBAL_POSITION,0.0000000,-122.3973376,37.7925734,2.4900000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.0200000,2.1700000
MsgID.LOCAL_POSITION,61.5860000,10.3359022,10.2829151,-2.4902246
MsgID.LOCAL_VELOCITY,61.5860000,-0.0219064,-0.0261110,2.1712868
MsgID.GLOBAL_POSITION,0.0000000,-122.3973360,37.7925732,1.9340000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,-0.0100000,2.1100000
MsgID.LOCAL_POSITION,61.8360000,10.3075304,10.4268255,-1.9343189
MsgID.LOCAL_VELOCITY,61.8360000,-0.0300484,-0.0182546,2.1186852
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973355,37.7925745,1.3690000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,-0.0200000,2.1200000
MsgID.LOCAL_POSITION,62.0860000,10.4482517,10.4661255,-1.3693324
MsgID.LOCAL_VELOCITY,62.0860000,-0.0344250,-0.0228173,2.1229358
MsgID.GLOBAL_POSITION,0.0000000,-122.3973369,37.7925739,0.7370000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0400000,-0.0300000,2.1300000
MsgID.LOCAL_POSITION,62.3360000,10.3912249,10.3388023,-0.7377470
MsgID.LOCAL_VELOCITY,62.3360000,-0.0460454,-0.0304104,2.1303484
MsgID.GLOBAL_POSITION,0.0000000,-122.3973380,37.7925733,0.2220000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0500000,-0.0200000,2.0800000
MsgID.LOCAL_POSITION,62.5860000,10.3175173,10.2475090,-0.2229998
MsgID.LOCAL_VELOCITY,62.5860000,-0.0547240,-0.0239302,2.0849700
MsgID.GLOBAL_POSITION,0.0000000,-122.3973381,37.7925728,-0.0160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0500000
MsgID.LOCAL_POSITION,62.8360000,10.2679520,10.2395401,0.0161258
MsgID.LOCAL_VELOCITY,62.8360000,0.0070574,0.0039623,-0.0594708
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973365,37.7925721,-0.0250000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,63.0860000,10.1845779,10.3747616,0.0257389
MsgID.LOCAL_VELOCITY,63.0860000,-0.0137793,-0.0009922,-0.0613460
MsgID.GLOBAL_POSITION,0.0000000,-122.3973362,37.7925735,-0.0200000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0100000,-0.0300000
MsgID.LOCAL_POSITION,63.3370000,10.3428802,10.4068098,0.0209473
MsgID.LOCAL_VELOCITY,63.3370000,-0.0185904,-0.0105567,-0.0379398
MsgID.GLOBAL_POSITION,0.0000000,-122.3973362,37.7925743,-0.0060000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.0100000,0.0700000
MsgID.LOCAL_POSITION,63.5870000,10.4331522,10.4090147,0.0067235
